lcbo_name,size-mL,container,price,critic,critic_score,unit_price,lcbo_region,lcbo_country,vintage,viv_name,viv_region,viv_country,score,num_reviews,fwscore1,fwscore2,fwscore3,fwscore4
Blue Pyrenees Richardson Reserve Shiraz,750,bottle,65.0,AWC,96.0,0.08666666666666667,Victoria,Australia,2012,missed,missed,missed,0.0,0,18,33,18,18
Croix Canon,750,bottle,65.0,WAL,92.0,0.08666666666666667,Bordeaux,France,2012,Nicolas Dabudyk - Château Lariveau La Croix Canon-Fronsac,Canon-Fronsac,France,3.7,57,32,100,34,100
Rippon Mature Vine Pinot Noir,750,bottle,65.0,WS,92.0,0.08666666666666667,Central Otago,New Zealand,2016,Rippon 'Rippon' Mature Vine Pinot Noir,Central Otago,New Zealand,3.9,2401,87,97,89,100
Château Belgrave,750,bottle,65.0,WE,92.0,0.08666666666666667,Bordeaux,France,2015,Château Belgrave Haut-Médoc (Grand Cru Classé),Haut-Médoc,France,3.9,10764,52,100,54,100
Vallepicciola Gran Selezione Chianti Classico,750,bottle,65.0,RP,92.0,0.08666666666666667,Tuscany,Italy,2015,Vallepicciola Gran Selezione Chianti Classico,Chianti Classico,Italy,4.3,104,100,100,100,100
Tenuta Buon Tempo Brunello di Montalcino,750,bottle,65.0,JS,94.0,0.08666666666666667,Tuscany,Italy,2015,Buon Tempo Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,2090,90,100,90,100
Carpineto Brunello di Montalcino,750,bottle,65.0,GGIC,94.0,0.08666666666666667,Tuscany,Italy,2015,Carpineto Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,3544,100,100,100,100
Domaine Jessiaume Les Cent Vignes Beaune,750,bottle,65.0,WE,93.0,0.08666666666666667,Burgundy,France,2017,Domaine Cauvard Beaune,Beaune,France,3.8,76,55,55,52,78
Flowers Pinot Noir,750,bottle,64.95,JD,93.0,0.08660000000000001,California,USA,2018,Flowers Pinot Noir,Sonoma Coast,USA,4.3,11212,100,100,100,100
Carpineto Brunello di Montalcino,750,bottle,64.95,WE,92.0,0.08660000000000001,Tuscany,Italy,2014,Carpineto Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,3544,100,100,100,100
Stags' Leap The Investor Red Blend,750,bottle,64.95,JS,94.0,0.08660000000000001,California,USA,2017,Stags' Leap The Investor Red,Napa Valley,USA,4.2,10227,90,100,90,100
Grgich Hills Estate Merlot,750,bottle,64.95,WE,90.0,0.08660000000000001,California,USA,2015,Grgich Hills Merlot,Napa Valley,USA,4.0,2698,84,74,84,100
Castello di Nipozzano Montesodi,750,bottle,64.95,JS,92.0,0.08660000000000001,Tuscany,Italy,2011,Castello Nipozzano Montesodi Toscana,Toscana,Italy,4.0,4746,84,90,84,95
K Powerline Syrah,750,bottle,64.95,RP,93.0,0.08660000000000001,Washington,USA,2016,K Vintners Powerline Syrah,Walla Walla Valley,USA,4.3,639,79,94,79,100
Easton Estate Cabernet Sauvignon,750,bottle,64.95,WE,92.0,0.08660000000000001,California,USA,2012,Beringer Founders' Estate Cabernet Sauvignon,California,USA,3.6,31708,74,84,69,88
Two Hands Charlie's Garden Shiraz,750,bottle,64.95,RP,93.0,0.08660000000000001,South Australia,Australia,2017,Two Hands Beautiful Stranger Amarone Shiraz,South Australia,Australia,0.0,0,63,52,58,65
Bera Barolo DOCG,750,bottle,64.15,none,0.0,0.08553333333333334,Piedmont,Italy,2015,Bera Barolo,Barolo,Italy,4.0,108,81,100,81,100
Tamaral Finca la Mira,750,bottle,64.1,none,0.0,0.08546666666666666,Ribera del Duero,Spain,2014,Tamaral Finca La Mira Ribera del Duero,Ribera del Duero,Spain,4.1,488,68,95,71,100
Decibel Martinborough Pinot Noir,750,bottle,64.05,none,0.0,0.08539999999999999,Martinborough,New Zealand,2016,Decibel Single Vineyard Pinot Noir,Martinborough,New Zealand,4.0,111,67,62,55,72
Torbreck The Struie,750,bottle,64.0,JS,96.0,0.08533333333333333,South Australia,Australia,2017,The Pride South Australia Shiraz,,,4.0,10,35,42,43,43
Gaja Ca'Marcanda Promis,750,bottle,64.0,JS,93.0,0.08533333333333333,Tuscany,Italy,2017,Gaja Ca'Marcanda Promis Toscana,Toscana,Italy,4.1,31736,85,100,85,100
Terredora di Paolo Pago dei Fusi Taurasi,750,bottle,64.0,RP,93.0,0.08533333333333333,Campania,Italy,2009,Terredora Taurasi Pago Dei Fusi,Taurasi,Italy,4.0,784,68,74,87,100
Il Paradiso di Frassina Moz Art Brunello di Montalcino,750,bottle,64.0,JS,94.0,0.08533333333333333,Tuscany,Italy,2015,Il Paradiso di Frassina (MozArt Wine) Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,1807,93,87,89,91
Château La Fleur de Boüard,750,bottle,64.0,JD,93.0,0.08533333333333333,Bordeaux,France,2015,Les Grands Châteaux de France Château Lafleur Naujan Cuvée des Chevaliers Bordeaux,Bordeaux,France,3.2,19,41,62,45,55
Domaine Charles Audoin Au Champ Salomon Marsannay,750,bottle,64.0,RP,93.0,0.08533333333333333,Burgundy,France,2015,Charles Audoin Marsannay 'Au Champ Salomon' Blanc,Marsannay,France,3.8,226,69,69,85,93
Carpineta Fontalpino Montaperto,750,bottle,64.0,JS,94.0,0.08533333333333333,Tuscany,Italy,2015,Cresti - Fattoria Carpineta Fontalpino Montaperto,Toscana,Italy,3.7,224,78,100,79,100
Ségla,750,bottle,64.0,RP,89.0,0.08533333333333333,Bordeaux,France,2012,Belle France Bordeaux,Bordeaux,France,3.6,697,15,20,16,16
Viña Arana Gran Reserva,750,bottle,64.0,DWWA,97.0,0.08533333333333333,Rioja,Spain,2012,La Rioja Alta Viña Arana Gran Reserva,Rioja,Spain,4.3,1042,77,100,76,100
Lake Breeze Arthur's Reserve,750,bottle,64.0,AWC,97.0,0.08533333333333333,South Australia,Australia,2016,Teal Lake Reserve Shiraz,South Eastern Australia,Australia,3.3,23,46,42,54,67
Zahel Antares Grande Reserve,750,bottle,63.95,none,0.0,0.08526666666666667,,Austria,2015,Zahel Antares Grande Reserve,Wien,Austria,4.0,68,100,100,100,100
Gallo Signature Series Cabernet Sauvignon,750,bottle,63.95,RP,93.0,0.08526666666666667,California,USA,2016,Gallo Signature Series Cabernet Sauvignon,Napa Valley,USA,4.1,3264,100,100,100,100
Pieropan Vigna Garzon Amarone della Valpolicella,750,bottle,63.95,DEC,94.0,0.08526666666666667,Veneto,Italy,2015,Pieropan Amarone della Valpolicella Vigna Garzon,Amarone della Valpolicella,Italy,4.3,2573,73,73,100,100
Covenant Tribe Proprietary Red Napa,750,bottle,63.9,none,0.0,0.0852,California,USA,2014,Covenant The Tribe Proprietary Red,Dry Creek Valley,USA,3.7,53,87,88,87,94
Giz Vinhas Velhas,750,bottle,63.8,none,0.0,0.08506666666666667,Bairrada,Portugal,2015,Giz Vinhas Velhas Branco,Bairrada,Portugal,4.2,496,83,100,83,100
Conceito Red,750,bottle,63.6,none,0.0,0.0848,Douro,Portugal,2017,Terra e Mare Portugal Tinto Red,Douro,Portugal,0.0,0,37,58,28,42
Montepulciano d'Abruzzo Gabriel,750,bottle,63.55,none,0.0,0.08473333333333333,Abruzzo,Italy,2012,Bosca Stories of Italy Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.6,876,60,85,68,85
Lanciola Chianti Classico Le Masse di Greve Gran Selezione,750,bottle,63.4,none,0.0,0.08453333333333334,,Italy,2011,Lanciola Le Masse di Greve Gran Selezione Chianti Classico,Chianti Classico,Italy,4.0,26,71,71,100,100
Domaine Les,750,bottle,63.3,none,0.0,0.0844,Rhône,France,2017,Domaine Les,Crozes-Hermitage,France,3.9,92,100,100,100,100
Valpolicella DOC Superiore Mai Dire,750,bottle,63.15,none,0.0,0.0842,,Italy,2012,Pasqua Mai Dire Mai Valpolicella Superiore,Valpolicella,Italy,4.4,360,57,63,83,94
Ferdinando Barbera La Romualda,750,bottle,63.15,none,0.0,0.0842,,Italy,2014,Ferdinando Principiano Barbera d'Alba La Romualda,Barbera d'Alba,Italy,3.8,413,76,77,76,100
Franciscan Magnificat,750,bottle,63.15,none,0.0,0.0842,California,USA,2015,Franciscan Magnificat,Napa Valley,USA,4.1,6140,100,100,100,100
Feudo Montoni Vrucara Nero d'Avola,750,bottle,63.0,none,0.0,0.084,,Italy,,Feudo Montoni Vrucara Nero d'Avola,Sicilia,Italy,4.1,762,100,100,100,100
San Felice Vigorello,750,bottle,63.0,JS,94.0,0.084,Tuscany,Italy,2015,San Felice Vigorello,Toscana,Italy,4.1,4319,100,100,100,100
Tenuta La Fuga Brunello di Montalcino,750,bottle,63.0,none,0.0,0.084,Tuscany,Italy,2015,Tenuta La Fuga Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,4280,100,100,100,100
Henri de Villamont Chassagne-Montrachet,750,bottle,63.0,none,0.0,0.084,Burgundy,France,2015,Henri de Villamont Chassagne-Montrachet,Chassagne-Montrachet,France,4.0,180,100,100,100,100
Le Ragose Amarone della Valpolicella Classico,750,bottle,63.0,LM,93.0,0.084,Veneto,Italy,2009,Le Ragose Amarone Della Valpolicella Classico,Amarone della Valpolicella,Italy,4.1,6619,98,98,100,100
Rizzi Pajore Barbaresco,750,bottle,63.0,WE,96.0,0.084,Piedmont,Italy,2016,Rizzi Barbaresco Pajorè,Barbaresco,Italy,3.9,1043,70,70,98,98
Murdoch Hill Artisan Sulky Red,750,bottle,62.95,none,0.0,0.08393333333333333,,Australia,2016,Murdoch Hill Sulky Rouge,Adelaide Hills,Australia,3.8,110,78,67,78,86
Fumanelli Amarone della Valpolicella Classico,750,bottle,62.95,none,0.0,0.08393333333333333,Veneto,Italy,2015,Tony Sasa Arena Amarone Della Valpolicella Classico,Veneto,Italy,4.4,120,77,82,79,88
Tenuta La Fuga Brunello di Montalcino,750,bottle,62.95,RP,93.0,0.08393333333333333,Tuscany,Italy,2013,Tenuta La Fuga Brunello di Montalcino,Brunello di Montalcino,Italy,4.2,4280,100,100,100,100
Negretti Mirau Barolo,750,bottle,62.95,JS,93.0,0.08393333333333333,Piedmont,Italy,2012,Negretti Mirau Barolo,Barolo,Italy,4.0,356,100,100,100,100
Corazon del Sol Luminoso GSM,750,bottle,62.9,none,0.0,0.08386666666666666,,Argentina,2015,Corazon del Sol Luminoso,Uco Valley,Argentina,4.1,902,92,100,92,100
La Stoppa Barbera della Stoppa,750,bottle,62.4,none,0.0,0.0832,,Italy,2006,La Stoppa Barbera della Stoppa,Emilia,Italy,3.9,1459,100,100,100,100
AF Gros Moulin A Vent,750,bottle,62.1,none,0.0,0.0828,,France,2017,A.F. Gros Moulin-à-Vent en Mortperay,Moulin-à-Vent,France,3.8,113,63,81,74,92
Domaine Ratte Pinot Noir,750,bottle,62.1,none,0.0,0.0828,Jura,France,2018,Domaine Ratte Pinot Noir Arbois,Arbois,France,3.7,131,87,100,87,100
Maetierra Dominum QP,750,bottle,62.0,WE,94.0,0.08266666666666667,Rioja,Spain,2009,Maetierra Dominum QP Tinto,Rioja,Spain,3.8,1981,87,100,87,100
Maison Roche De Bellene Collection Bellenum Gevrey-Chambertin Villages,750,bottle,62.0,WAL,91.0,0.08266666666666667,Burgundy,France,2000,Maison Roche de Bellene Collection Bellenum Gevrey-Chambertin,Gevrey-Chambertin,France,4.1,133,92,98,93,100
Domaine Au Pied du Mont Chauve Le Charmois,750,bottle,62.0,WE,92.0,0.08266666666666667,Burgundy,France,2015,Au Pied du Mont Chauve Saint-Aubin,Saint-Aubin,France,4.0,690,66,74,66,79
R. López de Heredia Viña Tondonia Reserva,750,bottle,61.95,none,0.0,0.0826,Rioja,Spain,2008,R. López de Heredia Viña Tondonia Viña Tondonia Reserva,Rioja,Spain,4.1,40254,85,85,85,100
Conde Valdemar Edición Limitada,750,bottle,61.95,TAT,92.0,0.0826,Rioja,Spain,2015,Bodegas Valdemar Conde de Valdemar Edición Limitada,Rioja,Spain,4.3,16,76,90,75,100
Paraduxx Proprietary Red Wine,750,bottle,61.95,JS,91.0,0.0826,California,USA,2016,Equality Proprietary Red Wine Blend,California,USA,3.8,10,69,76,72,82
Massolino Barolo,750,bottle,61.95,RP,94.0,0.0826,Piedmont,Italy,2016,Massolino Giuseppe Barolo  Reserva Sou Vigna Riunda Red,Piemonte,Italy,0.0,0,45,62,46,100
Seghesio Cortina Zinfandel,750,bottle,61.95,RP,92.0,0.0826,California,USA,2016,Seghesio Cortina Zinfandel,Dry Creek Valley,USA,4.1,3112,100,100,100,100
Fabio Gea Mushroom Panda,750,bottle,61.6,none,0.0,0.08213333333333334,,Italy,2017,Fabio Gea Mushroom Panda,Piemonte,Italy,4.0,69,100,100,100,100
Andre Porte Cruchon,750,bottle,61.35,none,0.0,0.0818,,Chile,2014,missed,missed,missed,0.0,0,8,17,8,8
Santa Cruz Tupu Limited Edition,750,bottle,61.35,none,0.0,0.0818,Colchagua Valley,Chile,2015,missed,missed,missed,0.0,0,22,67,22,22
Corazon del Sol Malbec Vista Flores,750,bottle,61.35,none,0.0,0.0818,,Argentina,2015,Corazon del Sol Vista Flores Single Vineyard Malbec,Uco Valley,Argentina,4.4,31,65,80,81,100
Les Charmes de Kirwan Margaux,750,bottle,61.35,none,0.0,0.0818,Bordeaux,France,2015,Château Kirwan Charmes de Kirwan Margaux,Margaux,France,4.0,4416,78,90,76,93
San Cristoforo Red,750,bottle,61.2,none,0.0,0.0816,Tuscany,Italy,2015,Podere San Cristoforo Maremma Toscana,Maremma Toscana,Italy,4.0,111,58,83,65,88
Sorelle Olivero Barolo DOCG,750,bottle,61.2,none,0.0,0.0816,Piedmont,Italy,2015,Sorelle Olivero Barolo,Barolo,Italy,4.2,43,90,100,90,100
Viñedos de Alcohuaz RHU,750,bottle,61.0,TAT,97.0,0.08133333333333333,Elquí Valley,Chile,2014,Viñedos de Alcohuaz RHU de Alcohuaz Mezcla Tinta,Elqui Valley,Chile,4.3,1266,65,100,64,100
Domaine Belleville Clos L'eveque Mercurey,750,bottle,61.0,DEC,94.0,0.08133333333333333,Burgundy,France,2017,Domaine Belleville Mercurey,Mercurey,France,3.9,212,79,74,79,100
Tishbi Estate Merlot Kosher,750,bottle,61.0,none,0.0,0.08133333333333333,,Israel,2013,Tishbi Estate Merlot,Judean Hills,Israel,4.0,632,85,100,85,100
Archery Summit Vineyard Pinot Noir,750,bottle,61.0,WE,91.0,0.08133333333333333,Oregon,USA,2018,missed,missed,missed,0.0,0,20,33,20,20
Patrick Lesec Galets Blonds Châteauneuf-du-Pape,750,bottle,60.95,RP,93.0,0.08126666666666667,Rhône,France,2017,Patrick Lesec Galets Blonds Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,3.8,378,100,100,100,100
Domaine Germain Monthélie,750,bottle,60.8,none,0.0,0.08106666666666666,Burgundy,France,2018,Domaine Isabelle & Philippe Germain Monthélie,Monthélie,France,3.7,27,71,80,73,100
Clos St. Antonin Châteauneuf-du-Pape,750,bottle,60.75,RP,96.0,0.081,Rhône,France,2016,Domaine de la Janasse Clos St. Antonin Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,265,77,100,76,100
N Perrault Maranges,750,bottle,60.25,none,0.0,0.08033333333333334,Burgundy,France,2016,Nicolas Perrault Maranges,Maranges,France,3.9,72,86,95,86,94
N Perrault Maranges,750,bottle,60.25,none,0.0,0.08033333333333334,Burgundy,France,2016,Nicolas Perrault Maranges,Maranges,France,3.9,72,86,95,86,94
Casa Marin Pinot Noir Lo Abarca Hills Vineyard,750,bottle,60.15,none,0.0,0.0802,,Chile,2011,Casa Marin Lo Abarca Hills Vineyard Pinot Noir,San Antonio Valley,Chile,4.0,2518,76,76,100,100
Syrah Miramar Vineyard,750,bottle,60.15,none,0.0,0.0802,,Chile,2010,Casa Marin Miramar Vineyard Syrah,San Antonio Valley,Chile,3.8,666,65,82,80,100
Esk Valley Winemakers Reserve Cabernet Blend,750,bottle,60.05,none,0.0,0.08006666666666666,,New Zealand,2016,Esk Valley Winemakers Reserve Red Blend,Gimblett Gravels,New Zealand,3.9,244,89,82,84,95
John Duval Entity Shiraz,750,bottle,60.0,AWC,99.0,0.08,South Australia,Australia,2017,John's Blend Margarete's Shiraz,South Australia,Australia,4.3,861,55,46,55,63
Il Marchesale Syrah Riserva IGT,750,bottle,60.0,none,0.0,0.08,Tuscany,Italy,2013,Chiudendone Il Syrah Toscana,Toscana,Italy,4.3,107,41,43,41,54
Cagliero Ravera Barolo,750,bottle,60.0,JR,16.0,0.08,Piedmont,Italy,2008,Cagliero Ravera Barolo,Barolo,Italy,4.1,763,100,100,100,100
Marco Felluga Carantan Collio Rosso,750,bottle,60.0,JS,94.0,0.08,Friuli,Italy,2010,missed,missed,missed,0.0,0,15,33,15,15
Fattoria dei Barbi Brunello di Montalcino,750,bottle,60.0,JS,96.0,0.08,Tuscany,Italy,2015,Fattoria dei Barbi Colombini Brunello di Montalcino,Toscana,Italy,4.2,1328,89,76,89,100
Sacred Hill Brokenstone Hawke's Bay Merlot,750,bottle,60.0,RP,93.0,0.08,Hawke's Bay,New Zealand,2015,Sacred Hill Brokenstone Merlot,Hawke's Bay,New Zealand,4.1,13,83,83,83,100
Villa Maria Single Vineyard Seddon Pinot Noir,750,bottle,60.0,DWWA,94.0,0.08,Marlborough,New Zealand,2013,Villa Maria Southern Clays Single Vineyard Pinot Noir,Marlborough,New Zealand,3.9,208,78,71,78,92
Giant Steps Applejack Pinot Noir,750,bottle,60.0,WE,95.0,0.08,Victoria,Australia,2018,Giant Steps Applejack Vineyard Pinot Noir,Yarra Valley,Australia,4.1,1014,88,78,88,100
Vidal Legacy Cabernet Sauvignon/Merlot,750,bottle,60.0,WO,98.0,0.08,Hawke's Bay,New Zealand,2013,Vidal Reserve Cabernet Sauvignon - Merlot,Hawke's Bay,New Zealand,3.5,11,81,76,81,90
Frog's Leap Merlot,750,bottle,60.0,none,0.0,0.08,California,USA,2016,Frog's Leap Merlot,Rutherford,USA,3.9,3035,100,100,100,100
Château de Mercuès Cuvée,750,bottle,60.0,WE,94.0,0.08,Southwest,France,6666,Georges Vigouroux Chateau de Mercues Cuvée Malbec,Cahors,France,4.0,533,60,92,61,61
Esk Valley Reserve Merlot,750,bottle,60.0,none,0.0,0.08,,New Zealand,2014,The Iconic Estate Prahova Valley Reserve Merlot,Dealu Mare,Romania,3.3,318,67,88,67,91
Villa Maria Seddon Vineyard Pinot Noir,750,bottle,60.0,none,0.0,0.08,Marlborough,New Zealand,,Villa Maria Seddon Vineyard Pinot Noir,Marlborough,New Zealand,3.9,383,100,100,100,100
Artesa Estate Vineyard Pinot Noir,750,bottle,60.0,RP,90.0,0.08,California,USA,2016,Artesa Estate Vineyard Pinot Noir,Los Carneros,USA,3.7,48,100,100,100,100
Mocali Brunello di Montalcino,750,bottle,60.0,JS,91.0,0.08,Tuscany,Italy,2015,Mocali Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,3201,100,100,100,100
Bleasdale The Powder Monkey Shiraz,750,bottle,60.0,AWC,97.0,0.08,South Australia,Australia,2015,Bleasdale The Powder Monkey Shiraz,Langhorne Creek,Australia,4.2,195,100,100,100,100
Rutini Apartado Gran Malbec,750,bottle,60.0,JS,97.0,0.08,Mendoza,Argentina,2016,Rutini Apartado Gran Malbec,Mendoza,Argentina,4.4,2588,100,100,100,100
Giant Steps Primavera Vineyard Pinot Noir,750,bottle,60.0,JS,96.0,0.08,Victoria,Australia,2018,Giant Steps Primavera Vineyard Pinot Noir,Yarra Valley,Australia,4.1,162,100,100,100,100
Mocali Brunello di Montalcino,750,bottle,60.0,WS,95.0,0.08,Tuscany,Italy,2013,Mocali Brunello di Montalcino,Brunello di Montalcino,Italy,4.1,3201,100,100,100,100
Poggio Nardone Brunello di Montalcino,750,bottle,60.0,JS,94.0,0.08,Tuscany,Italy,2015,Poggio Nardone Brunello di Montalcino,Brunello di Montalcino,Italy,4.0,575,100,100,100,100
David Reynud Crozes Les Croix Organic,750,bottle,60.0,none,0.0,0.08,Rhône,France,2017,David Reynaud Les Croix Vieilles Vignes Crozes-Hermitage,Crozes-Hermitage,France,4.0,1345,58,68,62,75
Alta Vista Alizarine Single Vineyard Malbec,750,bottle,60.0,RP,94.0,0.08,Mendoza,Argentina,2015,Alta Vista Single Vineyard Alizarine Malbec,Uco Valley,Argentina,4.1,1525,77,77,100,100
Rutini Single Vineyard Cabernet Franc,750,bottle,60.0,DWWA,96.0,0.08,Mendoza,Argentina,2016,Rutini Altamira Single Vineyard Cabernet Franc,Uco Valley,Argentina,4.3,268,89,89,89,100
Beringer Napa Valley Cabernet Sauvignon,750,bottle,59.95,WE,91.0,0.07993333333333334,California,USA,2016,Beringer Napa Valley Cabernet Sauvignon (White Label),Napa Valley,USA,4.0,7595,85,100,87,100
Faust Cabernet Sauvignon,750,bottle,59.95,JS,92.0,0.07993333333333334,California,USA,2017,Faust Cabernet Sauvignon,Napa Valley,USA,4.3,24914,100,100,100,100
Castello Fonterutoli Gran Selezione Chianti Classico,750,bottle,59.95,DWWA,97.0,0.07993333333333334,Tuscany,Italy,2016,Fonterutoli Badiòla Gran Selezione Chianti Classico,Chianti Classico,Italy,4.1,11,83,84,90,92
La Rioja Alta Viña Ardanza Reserva,750,bottle,59.95,JS,96.0,0.07993333333333334,Rioja,Spain,2010,La Rioja Alta Viña Ardanza Reserva,Rioja,Spain,4.2,38453,100,100,100,100
Belle Glos Dairyman Vineyard Pinot Noir,750,bottle,59.95,none,0.0,0.07993333333333334,California,USA,2018,Belle Glos Dairyman Vineyard Pinot Noir,Russian River Valley,USA,4.4,14677,100,100,100,100
Rocche Costamagna Rocche dell'Annunziata Barolo,750,bottle,59.95,JS,96.0,0.07993333333333334,Piedmont,Italy,2015,Rocche Costamagna Rocche dell'Annunziata Barolo,Barolo,Italy,4.0,2349,100,100,100,100
Stonestreet Cabernet Sauvignon,750,bottle,59.95,VIN,93.0,0.07993333333333334,California,USA,2016,Stonestreet Cabernet Sauvignon,Alexander Valley,USA,4.1,3738,100,100,100,100
Quilt Cabernet Sauvignon,750,bottle,59.95,WS,92.0,0.07993333333333334,California,USA,2017,Quilt Cabernet Sauvignon,Napa Valley,USA,4.3,17261,100,100,100,100
Buena Vista Cabernet Sauvignon,750,bottle,59.95,JS,95.0,0.07993333333333334,California,USA,2016,Buena Vista Cabernet Sauvignon,North Coast,USA,3.8,1331,100,100,100,100
Stags' Leap Winery Petite Sirah,750,bottle,59.95,JS,92.0,0.07993333333333334,California,USA,2017,Stags' Leap Petite Sirah,Napa Valley,USA,4.2,16724,87,71,87,100
Belle Glos Clark & Telephone Vineyard Pinot Noir,750,bottle,59.95,WE,94.0,0.07993333333333334,California,USA,2018,Belle Glos Clark & Telephone Vineyard Pinot Noir,Santa Maria Valley,USA,4.4,30164,100,100,100,100
Barone Ricasoli Castello di Brolio Gran Selezione Chianti Classico,750,bottle,59.95,JS,95.0,0.07993333333333334,Tuscany,Italy,2015,Ricasoli Castello di Brolio Gran Selezione Chianti Classico,Chianti Classico,Italy,4.2,8269,94,100,94,100
Caymus Napa Valley Zinfandel,750,bottle,59.95,none,0.0,0.07993333333333334,California,USA,2018,Caymus Zinfandel,Napa Valley,USA,4.3,6571,73,75,73,100
Giraud Tradition Châteauneuf-du-Pape,750,bottle,59.95,VIN,91.0,0.07993333333333334,Rhône,France,2015,Domaine Giraud Tradition Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,1099,90,100,90,100
Clos de la Tech Santa Cruz Mountains Estates Pinot Noir,750,bottle,59.95,WE,94.0,0.07993333333333334,California,USA,2012,Clos de la Tech Santa Cruz Mountains Estates Pinot Noir,Santa Cruz Mountains,USA,4.1,132,100,100,100,100
Pinino Brunello di Montalcino,750,bottle,59.95,JS,93.0,0.07993333333333334,Tuscany,Italy,2013,Pinino Brunello di Montalcino,Brunello di Montalcino,Italy,3.9,2207,100,100,100,100
Belle Glos Eulenloch Pinot Noir,750,bottle,59.95,WS,90.0,0.07993333333333334,California,USA,2016,Belle Glos Eulenloch Pinot Noir,Napa Valley,USA,4.4,513,100,100,100,100
Robert Young Alexander Valley Cabernet Sauvignon,750,bottle,59.95,none,0.0,0.07993333333333334,California,USA,2017,Robert Young Estate Winery Scion Cabernet Sauvignon,Alexander Valley,USA,4.2,536,75,71,69,78
