name,region,size-mL,container,price,critic,critic_score
Dauphin de Grand Puy Ducasse Pauillac 2015,"Bordeaux, France",750,bottle,68.95,none,0
Château Fombrauge 2016,"Bordeaux, France",750,bottle,68.95,WE,94
Hagafen Estate Bottled Cabernet Sauvignon 2013,"California, USA",750,bottle,68.9,none,0
Château La Confession 2016,"Bordeaux, France",750,bottle,68.85,JS,92
Fabio Gea Back Grignolino 2017,Italy,750,bottle,68.7,none,0
Scribe Pinot Noir Carneros 2018,"California, USA",750,bottle,68.45,none,0
Ehert Family Balla's Blend Knights Valley 2010,"California, USA",750,bottle,68.35,none,0
Blanville Clos Des Legendes 2012,"Midi, France",750,bottle,68.05,none,0
Brunello di Montalcino DOCG 2015,Italy,750,bottle,68.05,none,0
Pio Cesare Barbaresco 2015,"Piedmont, Italy",750,bottle,68.0,JS,95
Thalarn 2015,"Catalunya, Spain",750,bottle,68.0,RP,95
Domaine Saint-Préfert Châteauneuf-du-Pape 2017,"Rhône, France",750,bottle,68.0,JD,93
Youngberg Hill Natasha Pinot Noir 2016,"Oregon, USA",750,bottle,68.0,JS,94
Rolf Binder Heysen Shiraz 2013,"South Australia, Australia",750,bottle,68.0,AWC,97
Luigi Baudana Serralunga d'Alba Barolo 2015,"Piedmont, Italy",750,bottle,68.0,WS,94
Moillard Aloxe-Corton 2018,"Burgundy, France",750,bottle,68.0,none,0
Clos Rene 2015,"Bordeaux, France",750,bottle,68.0,JS,94
Château Cantemerle 2011,"Bordeaux, France",750,bottle,67.95,RP,91
Bellevue Laffont 2014,"Bordeaux, France",750,bottle,67.95,none,0
Barmes Buecher Pinot Noir VV 2018,France,750,bottle,67.95,none,0
Le Ginestre Barolo DOCG 2014,Italy,750,bottle,67.9,none,0
Pacheca Lagar N.1 Reserva Red 2016,"Douro, Portugal",750,bottle,67.9,none,0
Hay Shed Hill Cabernet Sauvignon 2014,Australia,750,bottle,67.75,none,0
Thenard Pernand Vergelesses 1er Cru Verge 2014,"Burgundy, France",750,bottle,67.7,none,0
Quinta Da Corte Gran Reserva 2015,"Douro, Portugal",750,bottle,67.7,none,0
Duemani Altrovino 2017,Italy,750,bottle,67.55,none,0
Dacasto Duilio Moncucco Nizza DOCG 2017,"Piedmont, Italy",750,bottle,67.5,none,0
Herència Altés L'Estel 2016,"Tarragona, Spain",1500,bottle,67.45,none,0
Antoniolo Gattinara 2013,"Piedmont, Italy",750,bottle,67.4,none,0
Alario Claudio Barolo Riva 2014,"Piedmont, Italy",750,bottle,67.4,none,0
J. Vidal-Fleury Chateauneuf-du-Pape 2013,"Rhône, France",750,bottle,67.35,none,0
Duemani Altrovino IGP 2015,Italy,750,bottle,67.35,none,0
Eduardo Torres Pirrera 2016,Italy,750,bottle,67.1,none,0
Maison Jessiaume Volnay 2016,France,750,bottle,67.05,none,0
Macán Clásico 2016,"Rioja, Spain",750,bottle,67.0,RP,93
Cowhorn Grenache 8 2014,"Oregon, USA",750,bottle,67.0,none,0
Cowhorn Syrah 21 2013,"Oregon, USA",750,bottle,67.0,none,0
Enzo Boglietti Boiolo Barolo 2013,"Piedmont, Italy",750,bottle,67.0,JS,94
Undurraga Altazor 2015,"Maipo Valley, Chile",750,bottle,67.0,GD,96
St. Supéry Merlot 2016,"California, USA",750,bottle,67.0,none,0
Michele Chiarlo Faset Barbaresco 2016,"Piedmont, Italy",750,bottle,67.0,RP,93
Château Laroze 2010,"Bordeaux, France",750,bottle,67.0,JS,92
Tyrrell's Vat 9 Hunter Shiraz 2017,"New South Wales, Australia",750,bottle,67.0,AWC,97
Ca' Romé di Romano Marengo Rio Sordo Riserva Barbaresco 2013,"Piedmont, Italy",750,bottle,67.0,JS,95
Boschendal Elgin Pinot Noir 2016,"Elgin, South Africa",750,bottle,67.0,none,0
Domaine Jessiaume Volnay 2017,"Burgundy, France",750,bottle,67.0,W&S,90
Alois Lageder Krafuss Pinot Noir 2016,"Alto Adige, Italy",750,bottle,66.95,none,0
Cerbaia Brunello di Montalcino 2014,"Tuscany, Italy",750,bottle,66.95,JS,92
Voerzio Martini La Serra Barolo 2015,"Piedmont, Italy",750,bottle,66.95,JS,96
Deiss Rotenberg La Colline Rouge 2014,"Alsace, France",750,bottle,66.85,none,0
Domaine Laboureau Volnay 2017,"Burgundy, France",750,bottle,66.8,none,0
NOM Saurwein Pinot Noir 2018,South Africa,750,bottle,66.7,none,0
OM Saurwein Pinot Noir 2018,South Africa,750,bottle,66.7,none,0
Peju Syrah Napa Valley 2014,"California, USA",750,bottle,66.55,none,0
"Jeannot Santenay 1er Cru ""Passetemps"" 2017","Burgundy, France",750,bottle,66.45,none,0
Fratelli Broccardo Barolo Bricco San Pietro 2015,"Piedmont, Italy",750,bottle,66.4,none,0
Luis Seabra Xisto Cru Red Douro 2016,"Douro, Portugal",750,bottle,66.25,none,0
Cantina Vignaioli Barbaresco Nervo DOCG 2015,"Piedmont, Italy",750,bottle,66.15,none,0
Maison Roche de Bellene Vieilles Vignes Volnay 2014,"Burgundy, France",750,bottle,66.0,WS,93
Domaine Chanson Bressandes Beaune 1er Cru 2015,"Burgundy, France",750,bottle,66.0,JD,93
Paddy Borthwick Right Hand Pinot Noir 2016,"Wairarapa, New Zealand",750,bottle,66.0,WO,95
Altos Las Hormigas Gualtallary Malbec 2017,"Mendoza, Argentina",750,bottle,66.0,RP,96
Mascota BB Big Bat 2015,"Mendoza, Argentina",750,bottle,66.0,GD,94
Fleur de Laroze 2015,"Bordeaux, France",750,bottle,66.0,none,0
Ferrer Bobet 2016,"Priorat, Spain",750,bottle,66.0,JS,97
Pecchenino San Giuseppe Barolo 2015,"Piedmont, Italy",750,bottle,65.95,JS,93
Busto Grande Escolha 2014,"Douro, Portugal",750,bottle,65.95,none,0
Castello la Leccia Chianti Classico Bruciagna Gran Selezione 2013,Italy,750,bottle,65.9,none,0
Bulichella Coldipietrerosse 2012,Italy,750,bottle,65.8,none,0
Bulichella Hide 2012,Italy,750,bottle,65.8,none,0
Lou Miranda Estate Old Vine Shiraz 2012,"South Australia, Australia",750,bottle,65.6,none,0
Silenus Winery Napa Merlot 2013,"California, USA",750,bottle,65.4,none,0
Hubert Lignier Bourgogne Rouge 2018,"Burgundy, France",750,bottle,65.4,none,0
Bibbiano Chianti Classico Gran Selezione Vigna del Capannino 2011,Italy,750,bottle,65.1,none,0
Bibbiano Chianti Classico Montornel 2011,Italy,750,bottle,65.1,none,0
Chateau Changyu Moser XV Family Cabernet Sauvignon 2016,China,750,bottle,65.1,none,0
Leeuwenkuil Heritage Syrah 2017,"Swartland, South Africa",750,bottle,65.0,TAT,95
Blue Pyrenees Richardson Reserve Shiraz 2012,"Victoria, Australia",750,bottle,65.0,AWC,96
Croix Canon 2012,"Bordeaux, France",750,bottle,65.0,WAL,92
Rippon Mature Vine Pinot Noir 2016,"Central Otago, New Zealand",750,bottle,65.0,WS,92
Château Belgrave 2015,"Bordeaux, France",750,bottle,65.0,WE,92
Vallepicciola Gran Selezione Chianti Classico 2015,"Tuscany, Italy",750,bottle,65.0,RP,92
Tenuta Buon Tempo Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,65.0,JS,94
Carpineto Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,65.0,GGIC,94
Domaine Jessiaume Les Cent Vignes Beaune 1er Cru 2017,"Burgundy, France",750,bottle,65.0,WE,93
Flowers Pinot Noir 2018,"California, USA",750,bottle,64.95,JD,93
Carpineto Brunello di Montalcino 2014,"Tuscany, Italy",750,bottle,64.95,WE,92
Stags' Leap The Investor Red Blend 2017,"California, USA",750,bottle,64.95,JS,94
Grgich Hills Estate Merlot 2015,"California, USA",750,bottle,64.95,WE,90
Castello di Nipozzano Montesodi 2011,"Tuscany, Italy",750,bottle,64.95,JS,92
K Powerline Syrah 2016,"Washington, USA",750,bottle,64.95,RP,93
Easton Estate Cabernet Sauvignon 2012,"California, USA",750,bottle,64.95,WE,92
Two Hands Charlie's Garden Shiraz 2017,"South Australia, Australia",750,bottle,64.95,RP,93
Bera Barolo DOCG 2015,"Piedmont, Italy",750,bottle,64.15,none,0
Tamaral Finca la Mira 2014,"Ribera del Duero, Spain",750,bottle,64.1,none,0
Decibel Martinborough Pinot Noir 2016,"Martinborough, New Zealand",750,bottle,64.05,none,0
Torbreck The Struie 2017,"South Australia, Australia",750,bottle,64.0,JS,96
Gaja Ca'Marcanda Promis 2017,"Tuscany, Italy",750,bottle,64.0,JS,93
Terredora di Paolo Pago dei Fusi Taurasi 2009,"Campania, Italy",750,bottle,64.0,RP,93
Il Paradiso di Frassina Moz Art Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,64.0,JS,94
Château La Fleur de Boüard 2015,"Bordeaux, France",750,bottle,64.0,JD,93
Domaine Charles Audoin Au Champ Salomon Marsannay 2015,"Burgundy, France",750,bottle,64.0,RP,93
Carpineta Fontalpino Montaperto 2015,"Tuscany, Italy",750,bottle,64.0,JS,94
Ségla 2012,"Bordeaux, France",750,bottle,64.0,RP,89
Viña Arana Gran Reserva 2012,"Rioja, Spain",750,bottle,64.0,DWWA,97
Lake Breeze Arthur's Reserve 2016,"South Australia, Australia",750,bottle,64.0,AWC,97
Zahel Antares Grande Reserve 2015,Austria,750,bottle,63.95,none,0
Gallo Signature Series Cabernet Sauvignon 2016,"California, USA",750,bottle,63.95,RP,93
Pieropan Vigna Garzon Amarone della Valpolicella 2015,"Veneto, Italy",750,bottle,63.95,DEC,94
Covenant Tribe Proprietary Red Napa 2014,"California, USA",750,bottle,63.9,none,0
Giz Vinhas Velhas 2015,"Bairrada, Portugal",750,bottle,63.8,none,0
Conceito Red 2017,"Douro, Portugal",750,bottle,63.6,none,0
Montepulciano d'Abruzzo Gabriel 2012,"Abruzzo, Italy",750,bottle,63.55,none,0
Lanciola Chianti Classico Le Masse di Greve Gran Selezione 2011,Italy,750,bottle,63.4,none,0
"Domaine Les 4 Vents Crozes-Hermitage ""Saint Jaimes"" 2017","Rhône, France",750,bottle,63.3,none,0
Valpolicella DOC Superiore Mai Dire 2012,Italy,750,bottle,63.15,none,0
Ferdinando Barbera La Romualda 2014,Italy,750,bottle,63.15,none,0
Franciscan Magnificat 2015,"California, USA",750,bottle,63.15,none,0
Feudo Montoni Vrucara Nero d'Avola,Italy,750,bottle,63.0,none,0
San Felice Vigorello 2015,"Tuscany, Italy",750,bottle,63.0,JS,94
Tenuta La Fuga Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,63.0,none,0
Henri de Villamont Chassagne-Montrachet 2015,"Burgundy, France",750,bottle,63.0,none,0
Le Ragose Amarone della Valpolicella Classico 2009,"Veneto, Italy",750,bottle,63.0,LM,93
Rizzi Pajore Barbaresco 2016,"Piedmont, Italy",750,bottle,63.0,WE,96
Murdoch Hill Artisan Sulky Red 2016,Australia,750,bottle,62.95,none,0
Fumanelli Amarone della Valpolicella Classico 2015,"Veneto, Italy",750,bottle,62.95,none,0
Tenuta La Fuga Brunello di Montalcino 2013,"Tuscany, Italy",750,bottle,62.95,RP,93
Negretti Mirau Barolo 2012,"Piedmont, Italy",750,bottle,62.95,JS,93
Corazon del Sol Luminoso GSM 2015,Argentina,750,bottle,62.9,none,0
La Stoppa Barbera della Stoppa 2006,Italy,750,bottle,62.4,none,0
AF Gros Moulin A Vent 2017,France,750,bottle,62.1,none,0
Domaine Ratte Pinot Noir 2018,"Jura, France",750,bottle,62.1,none,0
Maetierra Dominum QP 2009,"Rioja, Spain",750,bottle,62.0,WE,94
Maison Roche De Bellene Collection Bellenum Gevrey-Chambertin Villages 2000,"Burgundy, France",750,bottle,62.0,WAL,91
Domaine Au Pied du Mont Chauve Le Charmois 1er Cru 2015,"Burgundy, France",750,bottle,62.0,WE,92
R. López de Heredia Viña Tondonia Reserva 2008,"Rioja, Spain",750,bottle,61.95,none,0
Conde Valdemar Edición Limitada 2015,"Rioja, Spain",750,bottle,61.95,TAT,92
Paraduxx Proprietary Red Wine 2016,"California, USA",750,bottle,61.95,JS,91
Massolino Barolo 2016,"Piedmont, Italy",750,bottle,61.95,RP,94
Seghesio Cortina Zinfandel 2016,"California, USA",750,bottle,61.95,RP,92
Fabio Gea Mushroom Panda 2017,Italy,750,bottle,61.6,none,0
Andre Porte Cruchon 2014,Chile,750,bottle,61.35,none,0
Santa Cruz Tupu Limited Edition 2015,"Colchagua Valley, Chile",750,bottle,61.35,none,0
Corazon del Sol Malbec Vista Flores 2015,Argentina,750,bottle,61.35,none,0
Les Charmes de Kirwan Margaux 2015,"Bordeaux, France",750,bottle,61.35,none,0
San Cristoforo Red 2015,"Tuscany, Italy",750,bottle,61.2,none,0
Sorelle Olivero Barolo DOCG 2015,"Piedmont, Italy",750,bottle,61.2,none,0
Viñedos de Alcohuaz RHU 2014,"Elquí Valley, Chile",750,bottle,61.0,TAT,97
Domaine Belleville Clos L'eveque Mercurey 1er Cru 2017,"Burgundy, France",750,bottle,61.0,DEC,94
Tishbi Estate Merlot Kosher 2013,Israel,750,bottle,61.0,none,0
Archery Summit Vineyard Pinot Noir 2018,"Oregon, USA",750,bottle,61.0,WE,91
Patrick Lesec Galets Blonds Châteauneuf-du-Pape 2017,"Rhône, France",750,bottle,60.95,RP,93
Domaine Germain Monthélie 1er cru 2018,"Burgundy, France",750,bottle,60.8,none,0
Clos St. Antonin Châteauneuf-du-Pape 2016,"Rhône, France",750,bottle,60.75,RP,96
N Perrault Maranges 1er cru Rousso Organic 2016,"Burgundy, France",750,bottle,60.25,none,0
N Perrault Maranges 1er cru Loyere Organic 2016,"Burgundy, France",750,bottle,60.25,none,0
Casa Marin Pinot Noir Lo Abarca Hills Vineyard 2011,Chile,750,bottle,60.15,none,0
Syrah Miramar Vineyard 2010,Chile,750,bottle,60.15,none,0
Esk Valley Winemakers Reserve Cabernet Blend 2016,New Zealand,750,bottle,60.05,none,0
John Duval Entity Shiraz 2017,"South Australia, Australia",750,bottle,60.0,AWC,99
Il Marchesale Syrah Riserva IGT 2013,"Tuscany, Italy",750,bottle,60.0,none,0
Cagliero Ravera Barolo 2008,"Piedmont, Italy",750,bottle,60.0,JR,16
Marco Felluga Carantan Collio Rosso 2010,"Friuli, Italy",750,bottle,60.0,JS,94
Fattoria dei Barbi Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,60.0,JS,96
Sacred Hill Brokenstone Hawke's Bay Merlot 2015,"Hawke's Bay, New Zealand",750,bottle,60.0,RP,93
Villa Maria Single Vineyard Seddon Pinot Noir 2013,"Marlborough, New Zealand",750,bottle,60.0,DWWA,94
Giant Steps Applejack Pinot Noir 2018,"Victoria, Australia",750,bottle,60.0,WE,95
Vidal Legacy Cabernet Sauvignon/Merlot 2013,"Hawke's Bay, New Zealand",750,bottle,60.0,WO,98
Frog's Leap Merlot 2016,"California, USA",750,bottle,60.0,none,0
Château de Mercuès Cuvée 6666 2016,"Southwest, France",750,bottle,60.0,WE,94
Esk Valley Reserve Merlot 2014,New Zealand,750,bottle,60.0,none,0
Villa Maria Seddon Vineyard Pinot Noir,"Marlborough, New Zealand",750,bottle,60.0,none,0
Artesa Estate Vineyard Pinot Noir 2016,"California, USA",750,bottle,60.0,RP,90
Mocali Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,60.0,JS,91
Bleasdale The Powder Monkey Shiraz 2015,"South Australia, Australia",750,bottle,60.0,AWC,97
Rutini Apartado Gran Malbec 2016,"Mendoza, Argentina",750,bottle,60.0,JS,97
Giant Steps Primavera Vineyard Pinot Noir 2018,"Victoria, Australia",750,bottle,60.0,JS,96
Mocali Brunello di Montalcino 2013,"Tuscany, Italy",750,bottle,60.0,WS,95
Poggio Nardone Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,60.0,JS,94
David Reynud Crozes Les Croix Organic 2017,"Rhône, France",750,bottle,60.0,none,0
Alta Vista Alizarine Single Vineyard Malbec 2015,"Mendoza, Argentina",750,bottle,60.0,RP,94
Rutini Single Vineyard Cabernet Franc 2016,"Mendoza, Argentina",750,bottle,60.0,DWWA,96
Beringer Napa Valley Cabernet Sauvignon 2016,"California, USA",750,bottle,59.95,WE,91
Faust Cabernet Sauvignon 2017,"California, USA",750,bottle,59.95,JS,92
Castello Fonterutoli Gran Selezione Chianti Classico 2016,"Tuscany, Italy",750,bottle,59.95,DWWA,97
La Rioja Alta Viña Ardanza Reserva 2010,"Rioja, Spain",750,bottle,59.95,JS,96
Belle Glos Dairyman Vineyard Pinot Noir 2018,"California, USA",750,bottle,59.95,none,0
Rocche Costamagna Rocche dell'Annunziata Barolo 2015,"Piedmont, Italy",750,bottle,59.95,JS,96
Stonestreet Cabernet Sauvignon 2016,"California, USA",750,bottle,59.95,VIN,93
Quilt Cabernet Sauvignon 2017,"California, USA",750,bottle,59.95,WS,92
Buena Vista Cabernet Sauvignon 2016,"California, USA",750,bottle,59.95,JS,95
Stags' Leap Winery Petite Sirah 2017,"California, USA",750,bottle,59.95,JS,92
Belle Glos Clark & Telephone Vineyard Pinot Noir 2018,"California, USA",750,bottle,59.95,WE,94
Barone Ricasoli Castello di Brolio Gran Selezione Chianti Classico 2015,"Tuscany, Italy",750,bottle,59.95,JS,95
Caymus Napa Valley Zinfandel 2018,"California, USA",750,bottle,59.95,none,0
Giraud Tradition Châteauneuf-du-Pape 2015,"Rhône, France",750,bottle,59.95,VIN,91
Clos de la Tech Santa Cruz Mountains Estates Pinot Noir 2012,"California, USA",750,bottle,59.95,WE,94
Pinino Brunello di Montalcino 2013,"Tuscany, Italy",750,bottle,59.95,JS,93
Belle Glos Eulenloch Pinot Noir 2016,"California, USA",750,bottle,59.95,WS,90
Robert Young Alexander Valley Cabernet Sauvignon 2017,"California, USA",750,bottle,59.95,none,0
Macanita Touriga National Cima Corgo 2015,"Douro, Portugal",750,bottle,59.85,none,0
La Parde de Haut-Bailly 2016,"Bordeaux, France",750,bottle,59.85,WE,93
Herzog Special Reserve Cabernet Sauvignon Kosher 2016,"California, USA",750,bottle,59.85,none,0
Dragonfly Merlot 2018,"Veneto, Italy",1500,bottle,59.85,none,0
Tenuta di Biserno Il Pino di Biserno 2016,"Tuscany, Italy",750,bottle,59.75,RP,94
Saintes Pierres de Nalys Châteauneuf-du-Pape 2016,"Rhône, France",750,bottle,59.75,WS,93
Gran Enemigo Red Blend 2015,"Mendoza, Argentina",750,bottle,59.75,JS,97
Domaine Germain Volnay 2018,France,750,bottle,59.5,none,0
Domaine Germain Pommard Vignots 2017,France,750,bottle,59.5,none,0
Alcance Bravura 2013,Chile,750,bottle,59.35,none,0
Minimus Pinot Noir Johan Vineyard 2016,"Oregon, USA",750,bottle,59.35,none,0
Château la Fleur Peyrabon Pauillac Cru Bourgeois 2015,"Bordeaux, France",750,bottle,59.15,none,0
Barolo DOCG Levoluzione 2013,"Piedmont, Italy",750,bottle,59.1,none,0
Urbina Gran Reserva 2004,"Rioja, Spain",750,bottle,59.0,TAT,95
Tedeschi Maternigo Valpolicella Superiore 2011,"Veneto, Italy",750,bottle,59.0,WS,90
Ridolfi Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,59.0,JS,94
Bibbiano Vigna del Capannino Chianti Classico Gran Selezione 2013,"Tuscany, Italy",750,bottle,59.0,none,0
Domaine de Saint Siffrein Châteauneuf-du-Pape 2015,"Rhône, France",750,bottle,59.0,RP,94
Durigutti Proyecto Las Compuertas 1914 Malbec 2017,"Mendoza, Argentina",750,bottle,59.0,JS,96
Rocca di Frassinello 2015,"Tuscany, Italy",750,bottle,59.0,VIN,95
Buon Tempo Brunello di Montalcino 2013,"Tuscany, Italy",750,bottle,59.0,WAL,93
Hedges Red Mountain Cabernet Sauvignon 2016,"Washington, USA",750,bottle,59.0,JD,93
Molino di Sant'Antimo Paolus Brunello di Montalcino 2014,"Tuscany, Italy",750,bottle,59.0,JS,90
Burn Cottage Moonlight Race Pinot Noir 2016,"Central Otago, New Zealand",750,bottle,59.0,WS,94
Gabutti Di Boasso Margheria Riserva Barolo 2013,"Piedmont, Italy",750,bottle,59.0,JS,96
Poggio al Sole Casasilia Gran Selezione Chianti Classico 2015,"Tuscany, Italy",750,bottle,59.0,DWWA,97
Corte Pavone Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,59.0,none,0
Château La Nerthe Châteauneuf-du-Pape 2016,"Rhône, France",750,bottle,58.95,WS,93
La Gargantilla Garnacha 2016,"Rioja, Spain",750,bottle,58.95,TAT,93
Bosquet des Papes Cuvée Tradition Châteauneuf-du-Pape 2017,"Rhône, France",750,bottle,58.95,RP,92
Château Lilian Ladouys 2016,"Bordeaux, France",750,bottle,58.95,VIN,92
Elyse Dry Creek Zinfandel 2013,"California, USA",750,bottle,58.95,WE,93
Mazzei Ser Lapo Riserva Chianti Classico 2017,"Tuscany, Italy",2,gift,58.95,JS,95
Chateau Toulifaut - Pomerol 2015,"Bordeaux, France",750,bottle,58.6,none,0
Julien Courtois Ancestral 2018,"Loire, France",750,bottle,58.55,none,0
Julien Courtois Elements 2018,"Loire, France",750,bottle,58.55,none,0
Julien Courtois 100% Red 2018,"Loire, France",750,bottle,58.55,none,0
Arrepiado Tradicao Red Alentejo 2016,"Alentejo, Portugal",750,bottle,58.4,none,0
Fonterenza Rosso di Montalcino 2017,Italy,750,bottle,58.3,none,0
Bibbiano Chianti Classico Riserve Montornel 2012,Italy,750,bottle,58.1,none,0
Palencie Syrah 2014,"Washington, USA",750,bottle,58.0,WE,92
Il Grappolo Sassocheto Brunello di Montalcino 2015,"Tuscany, Italy",750,bottle,58.0,WE,92
La Spinona Bergera Barolo 2013,"Piedmont, Italy",750,bottle,58.0,WE,95
Brokenwood Wade Block 2 Shiraz 2017,"South Australia, Australia",750,bottle,58.0,AWC,95
Kaesler The Bogan Shiraz 2016,"South Australia, Australia",750,bottle,58.0,JS,94
Forest Hill Block 9 Shiraz 2014,"Western Australia, Australia",750,bottle,58.0,AWC,96
Don Tommaso Gran Selezione Chianti Classico 2015,"Tuscany, Italy",750,bottle,58.0,FA,95
Capannelle Solare,Italy,750,bottle,58.0,none,0
Château Olivier 2017,"Bordeaux, France",750,bottle,58.0,WE,92
Clos De La Cure 2015,"Bordeaux, France",750,bottle,58.0,JS,93
Seghesio Old Vine Zinfandel 2015,"California, USA",750,bottle,57.95,RP,94
Corte Pavone Brunello di Montalcino 2014,"Tuscany, Italy",750,bottle,57.95,RP,92
Marziano Abbona Pressenda Barolo 2013,"Piedmont, Italy",750,bottle,57.95,VIN,94
Cristom Vineyards Mt. Jefferson Cuvée Pinot Noir 2017,"Oregon, USA",750,bottle,57.95,JS,93
Altesino Brunello di Montalcino 2014,"Tuscany, Italy",750,bottle,57.95,RP,92
St. Supéry Estate Bottled Cabernet Sauvignon 2016,"California, USA",750,bottle,57.95,JS,92
DogRidge MVP Petit Verdot 2014,"South Australia, Australia",750,bottle,57.9,none,0
DogRidge MVP Cabernet Sauvignon 2014,"South Australia, Australia",750,bottle,57.9,none,0
DogRidge MVP Shiraz 2014,"South Australia, Australia",750,bottle,57.9,none,0
DogRidge MVP Grenache 2015,"South Australia, Australia",750,bottle,57.9,none,0
Domaine Laboureau Chorey Les Beaune 2017,"Burgundy, France",750,bottle,57.85,none,0
Nadim Grand Reserve Cabernet Sauvignon 2014,West Bank,750,bottle,57.8,none,0
Domaine A.F. Gros Moulin A Vent En Mortperay 2018,"Burgundy, France",750,bottle,57.8,none,0
Domaine A.F. Gros Bourgogne Hautes Cotes de Nuits 2018,"Burgundy, France",750,bottle,57.8,none,0
