name,region,size-mL,container,price,critic,critic_score
De Luze Bordeaux AOC,"Bordeaux, France",750,bottle,14.95,none,0
Concha Y Toro Frontera Shiraz Cabernet Sauvignon,Chile,1500,bottle,14.95,none,0
Pérez Cruz Reserva Cabernet Sauvignon,"Maipo Valley, Chile",750,bottle,14.95,none,0
Castaño Hécula Monastrell 2017,"Yecla, Spain",750,bottle,14.95,RP,89
Rede Reserva 2014,"Douro, Portugal",750,bottle,14.95,WE,91
Honoro Vera Monastrell 2018,"Jumilla, Spain",750,bottle,14.95,JS,91
Burgo Viejo Crianza 2016,"Rioja, Spain",750,bottle,14.95,JS,92
Koncho Winery Saperavi 2016,"Kakheti, Georgia",750,bottle,14.95,none,0
Leonardo Rosso 2018,"Tuscany, Italy",750,bottle,14.95,none,0
Montes Limited Selection Carmenère 2018,"Colchagua Valley, Chile",750,bottle,14.95,JS,91
Mathilde Chapoutier Sélection 2017,"Languedoc, France",750,bottle,14.95,JD,92
Heartland Stickleback Red 2015,"South Australia, Australia",750,bottle,14.95,none,0
Leopard's Leap Pinotage/Shiraz 2016,"Western Cape, South Africa",750,bottle,14.95,JS,89
Casa de Cambres Reserva Red 2011,"Douro, Portugal",750,bottle,14.95,none,0
Pelee Island Lola Merlot VQA,"Ontario, Canada",750,bottle,14.95,none,0
Luciano Arduini Bacan Rosso Veronese 2015,"Veneto, Italy",750,bottle,14.95,LM,97
Cimal Garnacha 2016,"La Mancha, Spain",750,bottle,14.95,JS,92
Magnotta Pinot Noir Venture Series VQA,"Ontario, Canada",750,bottle,14.95,none,0
Château Des Charmes Atelier Red Estate Grown and Bottled VQA,"Ontario, Canada",750,bottle,14.95,none,0
Hipster Negroamaro Puglia IGT 2017,"Veneto, Italy",750,bottle,14.95,none,0
Nerd Nero d'Avola Terre Sicilia DOC 2017,"Veneto, Italy",750,bottle,14.95,none,0
Campbell Kind Wine Syrah 2018,South Africa,750,bottle,14.95,none,0
Team Canada Red VQA,"Ontario, Canada",750,bottle,14.95,none,0
Roc des Templiers Plan de Dieu Côtes du Rhône-Villages 2017,"Rhône, France",750,bottle,14.95,none,0
Quinta do Espírito Santo 2015,"Lisboa, Portugal",750,bottle,14.95,WE,90
Castaño Alcaria Old Vines 2017,"Yecla, Spain",750,bottle,14.95,none,0
Domaine des Vals Corbières 2017,"Languedoc, France",750,bottle,14.95,none,0
Sans Sulfites Ajoutés 2018,"Southwest, France",750,bottle,14.95,WAL,89
Piccini Impazzimento Governo all'uso 2017,"Tuscany, Italy",750,bottle,14.95,none,0
Campelo Terras de Viriato Reserva 2014,"Dão, Portugal",750,bottle,14.95,IWCH,
The Fat Man Pinotage 2018,"Western Cape, South Africa",750,bottle,14.95,none,0
Marchigue Quilina Gran Reserva Carmenère 2018,"Colchagua Valley, Chile",750,bottle,14.95,none,0
Victoria Park Cabernet Sauvignon,"South Australia, Australia",750,bottle,14.95,none,0
Guarda Rios Signature Red 2017,"Alentejo, Portugal",750,bottle,14.95,WE,88
Stobi Vranec 2017,"Tikves, Republic of North Macedonia",750,bottle,14.95,none,0
Apothic Cabernet Sauvignon,"California, USA",750,bottle,14.95,none,0
I Balzi Nero d'Avola 2018,"Sicily, Italy",750,bottle,14.95,none,0
Château Maison Noble Saint Martin 2018,"Bordeaux, France",750,bottle,14.95,DWWA,90
Château Tour de Montrabech 2018,"Languedoc, France",750,bottle,14.95,none,0
The Winery of Good Hope Full Berry Fermentation Pinotage 2019,"Coastal Region, South Africa",750,bottle,14.95,none,0
Old Road Wine The Anvil Shiraz 2018,"Western Cape, South Africa",750,bottle,14.95,none,0
Megalomaniac Much Obliged Red,"Ontario, Canada",750,bottle,14.95,none,0
Juan Gil Yellow Label Monastrell 2014,"Jumilla, Spain",750,bottle,14.95,none,0
Bon Courage Estate Cabernet Sauvignon 2015,"Robertson, South Africa",750,bottle,14.95,PLAT,4
Terroir D'Altitude Cabernet Sauvignon,"Languedoc, France",750,bottle,14.95,none,0
Santa Rita Secret Reserve Cabernet Sauvignon,"Maipo Valley, Chile",750,bottle,14.95,none,0
Trago Largo Monastrell,Spain,750,bottle,14.95,none,0
Vinha Do Bispado Red 2018,"Douro, Portugal",750,bottle,14.95,none,0
Romio Primitivo del Salento,Italy,750,bottle,14.95,none,0
Fontana Di Papa Red,"Lazio, Italy",1500,bottle,14.9,none,0
Passi Reali Appassimento Montepulciano Organic VDT,"Abruzzo, Italy",750,bottle,14.9,none,0
Rosemount Diamond Cabernet Sauvignon,"South Australia, Australia",750,bottle,14.9,none,0
Perlage C Cabernet Sauvignon delle Venezie Organic 2017,"Venezie, Italy",750,bottle,14.9,none,0
Perlage Merlot Trevenezie delle Veneto Organic 2017,"Venezie, Italy",750,bottle,14.9,none,0
Perlage Fattoria Rosso Molise Organic,"Venezie, Italy",750,bottle,14.9,none,0
Floralia D'Arcos Vinhao 2019,"Vinho Verde, Portugal",750,bottle,14.9,none,0
Alfacinha Superior Red IGP LX 2018,Portugal,750,bottle,14.9,none,0
Colio Dry Red,"Ontario, Canada",1500,bottle,14.85,none,0
Andrès Botticelli Red,Canada,1500,bottle,14.85,none,0
L'Epayrie Special Reserve Rouge,France,1500,bottle,14.85,none,0
L'Ambiance Red,Canada,1500,bottle,14.85,none,0
Casarsa Merlot Delle Venezie IGT,"Friuli, Italy",1500,bottle,14.85,none,0
Pasqua Sangiovese Puglia,"Puglia, Italy",1500,bottle,14.85,none,0
Mission Hill Sonora Ranch Merlot,Canada,1500,bottle,14.85,none,0
Sola Nero Red,Canada,1500,bottle,14.85,none,0
Pasqua Merlot Delle Venzie IGT,"Veneto, Italy",1500,bottle,14.85,none,0
Gato Negro Cabernet Merlot,Chile,1500,bottle,14.85,none,0
Le Rocche Colli Di Rimini Cabernet Sauvignon DOC 2016,Italy,750,bottle,14.8,none,0
Ladron De Lunas Roble 2015,"Valencia, Spain",750,bottle,14.8,none,0
Proemio Wines Miravalles Cabernet Sauvignon 2017,Argentina,750,bottle,14.8,none,0
Zuccardi Q Cabernet Sauvignon 2015,"Mendoza, Argentina",750,bottle,14.75,TAT,93
Mojo Shiraz 2017,"South Australia, Australia",750,bottle,14.75,WO,91
Morandé Gran Reserva Cabernet Sauvignon 2015,"Maipo Valley, Chile",750,bottle,14.75,JS,93
Maison Les Alexandrins Syrah 2016,"Rhône, France",750,bottle,14.75,none,0
Manos Negras Red Soil Pinot Noir 2015,"Patagonia, Argentina",750,bottle,14.75,JS,92
Zuccardi Q Tempranillo 2014,"Mendoza, Argentina",750,bottle,14.75,TAT,92
Podere La Corte Le Due Lune Monferrato Rosso 2016,"Piedmont, Italy",750,bottle,14.75,none,0
Secreto Patagónico Malbec 2017,"Patagonia, Argentina",750,bottle,14.75,none,0
Tikves Cuvee Methodius 2018,Republic of North Macedonia,750,bottle,14.7,none,0
Inurrieta Norte 2016,"Navarra, Spain",750,bottle,14.65,none,0
Manz Platónico 2016,"Setubal, Portugal",750,bottle,14.65,none,0
Lucio Leuci Primitivo,"Puglia, Italy",750,bottle,14.65,none,0
Torre Tallada Reserve 2012,"Valencia, Spain",750,bottle,14.65,none,0
T'ga za Jug Vranec 2018,Republic of North Macedonia,750,bottle,14.65,none,0
Bodega Norton Barrel Select Malbec,"Mendoza, Argentina",750,bottle,14.6,none,0
Maleatis Red 2014,"Peloponnese, Greece",750,bottle,14.6,none,0
Terra Grande Reserva 2017,"Alentejo, Portugal",750,bottle,14.6,none,0
Ménage à Trois Decadence Cabernet Sauvignon,"California, USA",750,bottle,14.55,none,0
Del Sio Celestia Tierra Tinto 2015,Spain,750,bottle,14.5,none,0
Chateau De Courteillac Bordeaux AOC,"Bordeaux, France",750,bottle,14.5,none,0
Argento Malbec Reserva,Argentina,750,bottle,14.5,none,0
Le Grand Prebos Cabernet Sauvignon2015,"Rhône, France",750,bottle,14.5,none,0
Chao das Rolas Red 2016,"Setubal, Portugal",750,bottle,14.5,none,0
Rodet CdRhone AOC,"Rhône, France",750,bottle,14.45,none,0
Messer Del Fauno Sangiovese Puglia IGT 2015,"Puglia, Italy",750,bottle,14.45,none,0
G. Marquis The Red Line Cabernet Sauvignon VQA,"Ontario, Canada",750,bottle,14.45,none,0
Cagor Pastoral 2019,Republic of Moldova,750,bottle,14.45,none,0
Galan 1492 Malbec 2013,Chile,750,bottle,14.4,none,0
Galan 1492 Winemaker Pinot Noir 2017,"Central Valley, Chile",750,bottle,14.4,none,0
Quinta Casal Branco Red Blend 2017,Portugal,750,bottle,14.4,none,0
Stanley Red Wine 2017,"Setubal, Portugal",750,bottle,14.4,none,0
Rendola Rosso Toscano,"Tuscany, Italy",750,bottle,14.35,none,0
Bersano Costalunga Barbera D'Asti DOCG,"Piedmont, Italy",750,bottle,14.3,none,0
Lolea No 1 Red Sangria Spain,"Catalunya, Spain",750,bottle,14.3,none,0
"Ampre Rara Neagra, Merlot & Saperavi 2018",Republic of Moldova,750,bottle,14.3,none,0
Radacini Cabernet Sauvignon & Merlot 2017,Republic of Moldova,750,bottle,14.3,none,0
Boutari Agiorgitiko Nemea,"Peloponnese, Greece",750,bottle,14.25,none,0
Inniskillin Winemaker's Select Vineyards Pinot Noir 2010,"Ontario, Canada",750,bottle,14.25,none,0
Fincas Las Moras Paz Malbec 2017,"San Juan, Argentina",750,bottle,14.25,JS,93
Viu Manent Gran Reserva Cabernet Sauvignon 2016,"Colchagua Valley, Chile",750,bottle,14.25,DES,91
Kendall-Jackson Vintner's Reserve Cabernet Sauvignon 2017,"California, USA",375,bottle,14.25,JD,89
Encostas do Peso Douro Red 2018,"Douro, Portugal",750,bottle,14.25,none,0
Terra De Lobos Red 2017,Portugal,750,bottle,14.25,none,0
Vina Falernia Pinot Noir Lic,Chile,750,bottle,14.2,none,0
The Grinder Pinotage,"Western Cape, South Africa",750,bottle,14.15,none,0
Alento Red 2017,"Alentejo, Portugal",750,bottle,14.15,none,0
Monte do Pintor Red 2017,"Alentejo, Portugal",375,bottle,14.15,none,0
Armenia Red Dry Aragatsotn 2018,Armenia,750,bottle,14.15,none,0
Shabo Cabernet 2019,Ukraine,750,bottle,14.15,none,0
Chateau de Gourgazaud Minervois AOC,France,750,bottle,14.1,none,0
Kvint Cabernet Sauvignon Kosher 2015,Republic of Moldova,750,bottle,14.1,none,0
Mastronardi Dolce Vita Red VQA,"Ontario, Canada",750,bottle,14.1,none,0
Felsengartenkellerei Gluhwein Red,Germany,1000,bottle,14.1,none,0
Weather Rock Cabernet Franc VQA,"Ontario, Canada",750,bottle,14.1,none,0
Vega Canada Crianza 2015,"Jumilla, Spain",750,bottle,14.1,none,0
Post House Blueish Black 2018,South Africa,750,bottle,14.1,none,0
Georges Duboeuf Beaujolais AOC,"Burgundy, France",750,bottle,14.05,none,0
Gérard Bertrand Cabernet Sauvignon Pays d'Oc,"South of France, France",750,bottle,14.05,none,0
Masi Modello Merlot Trevenezie IGT,"Veneto, Italy",750,bottle,14.05,none,0
Manz Penedo do Lexim 2016,"Douro, Portugal",750,bottle,14.05,none,0
Sei La! Red 2018,"Alentejo, Portugal",750,bottle,14.05,none,0
Ea Red 2017,"Alentejo, Portugal",750,bottle,14.05,none,0
Koncho Saperavi Kakheti 2018,Georgia,750,bottle,14.05,none,0
Monte Velho Red 2019,"Alentejo, Portugal",750,bottle,14.05,none,0
Tenuta Di Sticciano Canajuolo IGT 2015,"Tuscany, Italy",750,bottle,14.0,none,0
Pisse-Dru Beaujolais,"Burgundy, France",750,bottle,13.95,none,0
Santa Carolina Reserva Carmenère,"Rapel Valley, Chile",750,bottle,13.95,none,0
Peninsula Ridge Merlot VQA,"Ontario, Canada",750,bottle,13.95,none,0
Monte Antico,"Tuscany, Italy",750,bottle,13.95,none,0
Cavaliere D'Oro Gabbiano Chianti DOCG,"Tuscany, Italy",750,bottle,13.95,none,0
Casillero del Diablo Reserva Malbec,Chile,750,bottle,13.95,none,0
Frescobaldi Remole Toscana IGT,"Tuscany, Italy",750,bottle,13.95,none,0
Jackson-Triggs Reserve Merlot VQA,Canada,750,bottle,13.95,none,0
Nederburg Cabernet Sauvignon,South Africa,750,bottle,13.95,none,0
J.P. Chenet Pinot Noir Reserve VdFrance,"South of France, France",750,bottle,13.95,none,0
Pelee Island Lighthouse Cabernet Franc VQA,"Ontario, Canada",750,bottle,13.95,none,0
Cusumano Syrah IGT,"Sicily, Italy",750,bottle,13.95,none,0
Graffigna Malbec,Argentina,750,bottle,13.95,none,0
Wolf Blass Yellow Label Cabernet Sauvignon,Australia,750,bottle,13.95,none,0
Veedha Douro Red,"Douro, Portugal",750,bottle,13.95,none,0
Illuminati Riparosso Mont D'Abruzzo DOC,"Abruzzo, Italy",750,bottle,13.95,none,0
"Castillo De Almansa Reserva, Almansa DO","Almansa, Spain",750,bottle,13.95,none,0
Henry Of Pelham Baco Noir VQA,"Ontario, Canada",750,bottle,13.95,none,0
Santa Carolina Reserva Cabernet Sauvignon,"Colchagua Valley, Chile",750,bottle,13.95,none,0
Red House Wine Co. Baco Cabernet Sauvignon VQA,"Ontario, Canada",750,bottle,13.95,none,0
The Wolftrap Syrah Mourvèdre Viognier,South Africa,750,bottle,13.95,none,0
Latour Pinot Noir,"Burgundy, France",375,bottle,13.95,none,0
Tarima Monastrell 2018,"Alicante, Spain",750,bottle,13.95,none,0
Adobe Reserva Merlot Organic,"San Antonio Valley, Chile",750,bottle,13.95,none,0
Santa Carolina Reserva Merlot,Chile,750,bottle,13.95,none,0
Root 1 Carmenere Colchagua,Chile,750,bottle,13.95,none,0
Jackson-Triggs Reserve Cabernet Shiraz VQA,"Ontario, Canada",750,bottle,13.95,none,0
Château De Vaugelas Corbières Le Prieuré AOC,"Midi, France",750,bottle,13.95,none,0
Les Dauphins CdRhone Reserve Red AOC,"Rhône, France",750,bottle,13.95,none,0
Kanakaris Lefko Dakri Moschofilero 2016,"Peloponnese, Greece",750,bottle,13.95,none,0
Casillero del Diablo Reserva Merlot,Chile,750,bottle,13.95,none,0
Long Weekend Wine Co. Cabernet VQA,"Ontario, Canada",750,bottle,13.95,none,0
Porta 6 Lisboa VR,"Lisboa, Portugal",750,bottle,13.95,none,0
Santa Julia Reserva Malbec,"Mendoza, Argentina",750,bottle,13.95,none,0
Raven Conspiracy Deep Dark Red VQA,"Ontario, Canada",750,bottle,13.95,none,0
El Gorú Monastrell/Syrah/Petit Verdot,"Jumilla, Spain",750,bottle,13.95,none,0
Bruce Trail Red 2012,"Ontario, Canada",750,bottle,13.95,none,0
"Anciano 7 Year Gran Reserva Tempranillo, Valdepenas DO","Valdepenas, Spain",750,bottle,13.95,none,0
Señorío de la Antigua Finca Cabanela Mencía 2015,"Castilla y León, Spain",750,bottle,13.95,WE,92
Piccini Chianti Orange Organic DOCG,"Tuscany, Italy",750,bottle,13.95,none,0
Melini Chianti DOCG,"Tuscany, Italy",750,bottle,13.95,none,0
Woodbridge By Robert Mondavi Merlot,USA,750,bottle,13.95,none,0
La Linda Private Selection Old Vines Malbec,Argentina,750,bottle,13.95,none,0
Open Dark Red VQA,"Ontario, Canada",750,bottle,13.95,none,0
Cais da Ribeira Reserva 2016,"Douro, Portugal",750,bottle,13.95,GGIC,
Nederburg Shiraz,South Africa,750,bottle,13.95,none,0
Three Thieves Cabernet Sauvignon,"California, USA",750,bottle,13.95,none,0
G. Meffre Hommage Cotes Du Rhone Aop,"Rhône, France",750,bottle,13.95,none,0
Monte da Ravasqueira MR Clássico 2018,"Alentejo, Portugal",750,bottle,13.95,DWWA,90
Cono Sur Cabernet Sauvignon Carmenère Syrah Organic,Chile,750,bottle,13.95,none,0
Chateau LaBarrade Malbec Cahors AOP,"Southwest, France",750,bottle,13.95,none,0
Jackson-Triggs Reserve Cabernet Franc Cabernet Sauvignon VQA,"Ontario, Canada",750,bottle,13.95,none,0
Vigneti del Salento I Muri Primitivo 2018,"Puglia, Italy",750,bottle,13.95,LM,94
Symington Family Estates Altano 2017,"Douro, Portugal",750,bottle,13.95,none,0
Bouchard AF Heritage Du Conseiller Pinot Noir Vdfrance,"Burgundy, France",750,bottle,13.95,none,0
Cavino Nemea Agiorgitiko 2017,"Peloponnese, Greece",750,bottle,13.95,none,0
EastDell Black Cab VQA,"Ontario, Canada",750,bottle,13.95,none,0
Casillero del Diablo Reserva Carmenere,Chile,750,bottle,13.95,none,0
"Il Passo Verde Nero D'Avola Organic, Sicilia DOC","Sicily, Italy",750,bottle,13.95,none,0
Jackson-Triggs Reserve Rich & Robust Red VQA,"Ontario, Canada",750,bottle,13.95,none,0
Labet CdRhone AOC,"Rhône, France",750,bottle,13.95,none,0
Ken Forrester Petit Pinotage 2019,"Stellenbosch, South Africa",750,bottle,13.95,none,0
Goats do Roam Red,South Africa,750,bottle,13.95,none,0
L.A. Cetto Petite Sirah 2017,"Baja California, Mexico",750,bottle,13.95,none,0
Radacini Cabernet Sauvignon 2016,Republic of Moldova,750,bottle,13.95,none,0
Milkwood Shiraz Viognier 2017,"Western Cape, South Africa",750,bottle,13.95,none,0
Viewpointe Surfside Red VQA,"Ontario, Canada",750,bottle,13.95,none,0
Château du Grand Caumont Cuvée Tradition Corbières 2018,"Midi, France",750,bottle,13.95,none,0
Goru Organic Monastrell 2017,"Jumilla, Spain",750,bottle,13.95,none,0
Sangre De Toro Tempranillo,"La Mancha, Spain",750,bottle,13.95,none,0
Beaulieu Vineyards Coastal Estates Cabernet Sauvignon,"California, USA",750,bottle,13.95,none,0
Viña Casablanca Reserva Cabernet Sauvignon,Chile,750,bottle,13.95,none,0
J. Lohr Los Osos Merlot 2016,"California, USA",375,bottle,13.95,WRO,90
El Gringo Dark Red Tempranillo,Spain,750,bottle,13.95,none,0
Guadalupe Red 2017,"Alentejo, Portugal",750,bottle,13.95,none,0
Mondeco Red 2015,"Dão, Portugal",750,bottle,13.95,WE,88
Juan Gil Honoro Vera Organic Monastrell 2017,"Jumilla, Spain",750,bottle,13.95,VIN,89
Klippenkop Pinotage 2018,"Robertson, South Africa",750,bottle,13.95,none,0
Dom Gabriel Red 2018,"Alentejo, Portugal",750,bottle,13.95,none,0
Beyra Vinhos de Altitude Red 2017,"Beiras, Portugal",750,bottle,13.95,none,0
RELAX Pinot Noir 2016,Germany,750,bottle,13.95,none,0
Couteiro Mor Red 2018,"Alentejo, Portugal",750,bottle,13.95,none,0
Quinta dos Termos Tinto 2016,"Beiras, Portugal",750,bottle,13.95,none,0
El Angosto La Tribuna 2018,"Valencia, Spain",750,bottle,13.95,JS,92
Cono Sur Pinot Noir Organic,"Casablanca Valley, Chile",750,bottle,13.95,none,0
Jackson-Triggs Reserve Baco Noir VQA,"Ontario, Canada",750,bottle,13.95,none,0
Flor de Maio Mayflower 2012,"Alentejo, Portugal",750,bottle,13.95,WE,90
Palacio Quemado Vendimia Seleccionada 2018,Spain,750,bottle,13.95,none,0
Torre Zambra Madia Montepulciano d'Abruzzo,Italy,750,bottle,13.95,none,0
Peninsula De Lisboa 2016,Portugal,750,bottle,13.9,none,0
Viña Tarapacá Reserva Cabernet Sauvignon,Chile,750,bottle,13.9,none,0
Castillo De Monseran Mal De Ojo,"Cariñena, Spain",750,bottle,13.9,none,0
Pondview Cabernet Merlot VQA,"Ontario, Canada",750,bottle,13.85,none,0
Greek Art Merlot,"Peloponnese, Greece",750,bottle,13.85,none,0
Greek Art Cabernet Sauvignon,Greece,750,bottle,13.85,none,0
Kastropolitia Red,Greece,750,bottle,13.8,none,0
Casa-Dea Gamay 2017,"Ontario, Canada",750,bottle,13.75,none,0
Chapillon Siendra 2016,"Calatayud, Spain",750,bottle,13.75,JS,92
Jacob's Creek Shiraz,Australia,750,bottle,13.75,none,0
Todoroff Boutique Mavrud 2016,Bulgaria,750,bottle,13.75,none,0
Obalo 2017,"Rioja, Spain",750,bottle,13.75,none,0
Mas des Tannes Rouge 2017,"Languedoc, France",750,bottle,13.75,DWWA,90
Alceño Premium 50 Barricas 2016,"Jumilla, Spain",750,bottle,13.75,DWWA,90
Don Rodolfo Art of the Andes Malbec 2017,"Mendoza, Argentina",750,bottle,13.75,TPM,90
Bibliotheque Travel Writing Shiraz 2015,"South Australia, Australia",750,bottle,13.75,none,0
Georgian Hills Notty Bay Rouge 2017,"Ontario, Canada",750,bottle,13.75,none,0
Villa Sandi Merlot 2016,"Veneto, Italy",750,bottle,13.75,none,0
Calmel & Joseph Saint Chinian 2015,"Languedoc, France",750,bottle,13.75,WO,91
Quinta Da Laceira Red 2017,"Douro, Portugal",750,bottle,13.75,none,0
Tikves Kratosija Crveno 2018,Republic of North Macedonia,750,bottle,13.7,none,0
Monte Velho Red 2018,"Alentejo, Portugal",750,bottle,13.7,none,0
Montepasso 2013,Italy,750,bottle,13.65,none,0
Tenuta Del Buonamico Montecarlo DOC Rosso 2017,Italy,375,bottle,13.65,none,0
Snowy Creek Red Blend 2014,"Victoria, Australia",750,bottle,13.6,none,0
Enate Tapas 2016,Spain,750,bottle,13.6,none,0
Monte Velho Red 2017,"Alentejo, Portugal",750,bottle,13.6,none,0
Perlage Marche Sangiovese IGT Organic 2017,"Venezie, Italy",750,bottle,13.6,none,0
Floralia D'Arcos Regional Alentejano Red 2018,"Alentejo, Portugal",750,bottle,13.6,none,0
Cavalo Barao,Portugal,1000,bottle,13.55,none,0
Peljesac Red,Croatia,750,bottle,13.55,none,0
Quintela Colheita Tinto 2016,Portugal,750,bottle,13.55,none,0
Stravaganza 2017,"Douro, Portugal",750,bottle,13.55,none,0
Trilho da Raposa 2016,"Dão, Portugal",750,bottle,13.55,none,0
Philippe De Rothschild Merlot Pays d'Oc,France,750,bottle,13.5,none,0
Philippe De Rothschild Cabernet Sauvignon Pays d'Oc,"South of France, France",750,bottle,13.5,none,0
Philippe De Rothschild Pinot Noir Pays d'Oc,France,750,bottle,13.5,none,0
Adaras Aldea 2019,"Almansa, Spain",750,bottle,13.5,none,0
Pelee Island Ruggles Run Gamay Zweigelt VQA,"Ontario, Canada",750,bottle,13.45,none,0
Pelee Island Cabernet Franc VQA,"Ontario, Canada",750,bottle,13.45,none,0
Caves do Casalinho Romanisco Red 2019,"Douro, Portugal",750,bottle,13.45,none,0
Rashi Vineyards Joyvin Red KPM,Italy,750,bottle,13.4,none,0
Viewpointe Estate Cabernet Merlot VQA,"Ontario, Canada",750,bottle,13.35,none,0
Viewpointe Estate Big Bluff Red VQA,"Ontario, Canada",750,bottle,13.35,none,0
Alfacinha VT IGP LX Reserva 2018,Portugal,750,bottle,13.35,none,0
Cremaschi Cabernet Sauvignon Classic 2018,Chile,750,bottle,13.3,none,0
Wee Angus Merlot,"Victoria, Australia",750,bottle,13.25,none,0
Batch X McLaren Vale Shiraz,"South Australia, Australia",750,bottle,13.25,none,0
Indelevel VT IGP Alentejo 2018,"Alentejo, Portugal",750,bottle,13.25,none,0
Just Roberto Merlot IGT 2016,"Veneto, Italy",750,bottle,13.25,none,0
Radacini Cabernet Sauvignon 2018,Republic of Moldova,750,bottle,13.25,none,0
Iliada Cabernet Sauvignon 2017,"Valencia, Spain",750,bottle,13.15,none,0
Ogier Cotes Du Ventoux AOC,"Rhône, France",750,bottle,13.1,none,0
Dona Ermelinda Red 2018,"Setubal, Portugal",750,bottle,13.1,none,0
Nugan Estate Third Generation Merlot 2014,"South Australia, Australia",750,bottle,13.05,none,0
"Bigode ""Quirky"" Red 2016","Lisboa, Portugal",750,bottle,13.05,none,0
Feteasca Neagra Eticheta Galbena Cotnari DOC,Romania,750,bottle,13.05,none,0
JJ Red 2018,"Alentejo, Portugal",750,bottle,13.05,none,0
Terras de Viriato Red Dao 2015,"Dão, Portugal",750,bottle,13.05,none,0
Masi Campofiorin IGT,"Veneto, Italy",375,bottle,13.0,none,0
Fleur Du Cap Cabernet Sauvignon,"Western Cape, South Africa",750,bottle,13.0,none,0
Zonin Valpolicella Classico DOC,"Veneto, Italy",750,bottle,13.0,none,0
"Relax Red Blend, Rheinhessen","Rheinhessen, Germany",750,bottle,13.0,none,0
Rymill The Yearling Cabernet Sauvignon Coonawarra,"South Australia, Australia",750,bottle,13.0,none,0
Big Bill Shiraz,"Western Cape, South Africa",750,bottle,13.0,none,0
Cantine Leuci Cabernet Sauvignon KPM 2018,"Puglia, Italy",750,bottle,13.0,none,0
Ruffino Chianti,"Tuscany, Italy",750,bottle,12.95,none,0
20 Bees Cabernet Merlot VQA,"Ontario, Canada",750,bottle,12.95,none,0
KWV Roodeberg Red,South Africa,750,bottle,12.95,none,0
Bouchard Aine & Fils Beaujolais Superieur,"Burgundy, France",750,bottle,12.95,none,0
Bolla Valpolicella Classico,"Veneto, Italy",750,bottle,12.95,none,0
Peller Estates Family Series Cabernet Merlot VQA,"Ontario, Canada",750,bottle,12.95,none,0
Don Alfonso Cabernet Sauvignon KPM,"Maule Valley, Chile",750,bottle,12.95,none,0
J.P. Chenet Cabernet Syrah Organic Pays D'OC,"South of France, France",750,bottle,12.95,none,0
Open Cab 2 Merlot VQA,"Ontario, Canada",750,bottle,12.95,none,0
Pelee Island Pinot Noir VQA,"Ontario, Canada",750,bottle,12.95,none,0
Open Merlot VQA,"Ontario, Canada",750,bottle,12.95,none,0
Montes Reserva Cabernet Sauvignon,Chile,750,bottle,12.95,none,0
C'est La Vie! Pinot Noir Syrah,"South of France, France",750,bottle,12.95,none,0
M. Chapoutier Les Vignes de Bila-Haut Côtes du Roussillon-Villages,"Midi, France",750,bottle,12.95,none,0
Hob Nob Pinot Noir Pays D'OC,"South of France, France",750,bottle,12.95,none,0
Les Jamelles Cabernet Sauvignon Pays D'OC,"South of France, France",750,bottle,12.95,none,0
Inception Deep Layered Red,"Western Cape, South Africa",750,bottle,12.95,none,0
Rib Shack Red Vintage Blend,South Africa,750,bottle,12.95,none,0
Las Mulas Cabernet Sauvignon Reserva Organic,"Central Valley, Chile",750,bottle,12.95,none,0
The Wanted Zin Old Vines Zinfandel IGT,"Puglia, Italy",750,bottle,12.95,none,0
Vieni Briganti Red,"Ontario, Canada",750,bottle,12.95,none,0
Fantini Farnese Numero Uno Primitivo IGP,"Puglia, Italy",750,bottle,12.95,none,0
Big Bill Cabernet Sauvignon,"Western Cape, South Africa",750,bottle,12.95,none,0
Marius Rouge Pays d'Oc,"Rhône, France",750,bottle,12.95,none,0
Pelee Island Baco Noir VQA,"Ontario, Canada",750,bottle,12.95,none,0
Altivo Red 2017,"Dão, Portugal",750,bottle,12.95,none,0
"Anciano Clasico Garnacha, Valencia DO","Valencia, Spain",750,bottle,12.95,none,0
Silk & Spice Red,Portugal,750,bottle,12.95,none,0
Megalomaniac Local Squeeze Red VQA,"Ontario, Canada",750,bottle,12.95,none,0
Les Tannes en Occitanie Merlot Pays d'Oc IGP,"Languedoc, France",750,bottle,12.95,none,0
Peller Estates Family Series Baco Noir VQA,"Ontario, Canada",750,bottle,12.95,none,0
Laurent Miquel Pere et Fils Merlot Pays d'Oc IGP,"Languedoc, France",750,bottle,12.95,none,0
Trapiche Reserve Cabernet Sauvignon,Argentina,750,bottle,12.95,none,0
Diabolica Red VQA,"Ontario, Canada",750,bottle,12.95,none,0
"Hoya De Cadenas Reserva Tempranillo, Utiel-Requena DO","Utiel-Requena, Spain",750,bottle,12.95,none,0
Yellow Tail Cabernet Sauvignon,Australia,750,bottle,12.95,none,0
Yellow Tail Merlot,Australia,750,bottle,12.95,none,0
"Farmers Market Rosso Organic, Vd'Italia","Veneto, Italy",750,bottle,12.95,none,0
Umberto Cesari Iove Rosso IGT,"Emilia-Romagna, Italy",750,bottle,12.95,none,0
Black Cellar Whisky Oak Aged Wine,"Ontario, Canada",750,bottle,12.95,none,0
L.A. Cetto Cabernet Sauvignon 2017,Mexico,750,bottle,12.95,none,0
Spier Signature Collection Cabernet Sauvignon,"Western Cape, South Africa",750,bottle,12.95,none,0
